Date,Category,Sales_Volume
2011-10-01,Tablet,1698
2011-10-01,Accessories,851
2011-10-01,Laptop,2081
2011-10-01,Smartphone,1961
2011-10-01,Tablet,1878
2011-11-01,Accessories,1578
2011-11-01,Laptop,892
2011-11-01,Smartphone,1884
2011-11-01,Tablet,1766
2011-11-01,Accessories,1264
2011-11-01,Laptop,2634
2011-11-01,Smartphone,699
2011-11-01,Tablet,1155
2011-11-01,Accessories,1323
2011-11-01,Laptop,1968
2011-11-01,Smartphone,2963
2011-11-01,Tablet,1843
2011-11-01,Accessories,1651
2011-11-01,Laptop,2051
2011-11-01,Smartphone,1485
2011-11-01,Tablet,2973
2011-11-01,Accessories,1690
2011-11-01,Laptop,1218
2011-11-01,Smartphone,2162
2011-11-01,Tablet,1324
2011-11-01,Accessories,2782
2011-11-01,Laptop,2004
2011-11-01,Smartphone,592
2011-11-01,Tablet,1730
2011-11-01,Accessories,1670
2011-11-01,Laptop,944
2011-11-01,Smartphone,1745
2011-11-01,Tablet,1019
2011-11-01,Accessories,1438
2011-11-01,Laptop,137
2011-11-01,Smartphone,863
2011-11-01,Tablet,1467
2011-11-01,Accessories,1562
2011-11-01,Laptop,1567
2011-11-01,Smartphone,713
2011-11-01,Tablet,834
2011-11-01,Accessories,2748
2011-11-01,Laptop,1205
2011-11-01,Smartphone,2560
2011-11-01,Tablet,1844
2011-11-01,Accessories,1666
2011-11-01,Laptop,1628
2011-11-01,Smartphone,1727
2011-11-01,Tablet,1442
2011-11-01,Accessories,1057
2011-11-01,Laptop,1592
2011-11-01,Smartphone,629
2011-11-01,Tablet,1165
2011-11-01,Accessories,1854
2011-11-01,Laptop,1807
2011-11-01,Smartphone,1960
2011-11-01,Tablet,1061
2011-11-01,Accessories,823
2011-11-01,Laptop,381
2011-11-01,Smartphone,514
2011-11-01,Tablet,527
2011-11-01,Accessories,1528
2011-11-01,Laptop,554
2011-11-01,Smartphone,1302
2011-11-01,Tablet,1984
2011-11-01,Accessories,2097
2011-11-01,Laptop,1446
2011-11-01,Smartphone,1790
2011-11-01,Tablet,2639
2011-11-01,Accessories,1573
2011-11-01,Laptop,2060
2011-11-01,Smartphone,1330
2011-11-01,Tablet,947
2011-11-01,Accessories,2092
2011-11-01,Laptop,971
2011-11-01,Smartphone,1907
2011-11-01,Tablet,1049
2011-11-01,Accessories,917
2011-11-01,Laptop,345
2011-11-01,Smartphone,1249
2011-11-01,Tablet,1190
2011-11-01,Accessories,2767
2011-11-01,Laptop,1281
2011-11-01,Smartphone,1237
2011-11-01,Tablet,2265
2011-11-01,Accessories,925
2011-11-01,Laptop,668
2011-11-01,Smartphone,254
2011-11-01,Tablet,636
2011-11-01,Accessories,801
2011-11-01,Laptop,429
2011-11-01,Smartphone,1504
2011-11-01,Tablet,608
2011-11-01,Accessories,1691
2011-11-01,Laptop,2603
2011-11-01,Smartphone,1459
2011-11-01,Tablet,1493
2011-11-01,Accessories,4095
2011-11-01,Laptop,2065
2011-11-01,Smartphone,864
2011-11-01,Tablet,1304
2011-11-01,Accessories,693
2011-11-01,Laptop,1296
2011-11-01,Smartphone,1357
2011-11-01,Tablet,1863
2011-11-01,Accessories,817
2011-11-01,Laptop,375
2011-11-01,Smartphone,1225
2011-11-01,Tablet,822
2011-11-01,Accessories,2087
2011-11-01,Laptop,2318
2011-11-01,Smartphone,1154
2011-11-01,Tablet,1651
2011-11-01,Accessories,1327
2011-11-01,Laptop,365
2011-11-01,Smartphone,478
2011-11-01,Tablet,856
2011-11-01,Accessories,2964
2011-11-01,Laptop,1297
2011-11-01,Smartphone,1479
2011-11-01,Tablet,2251
2011-11-01,Accessories,1320
2011-11-01,Laptop,1640
2011-11-01,Smartphone,2695
2011-11-01,Tablet,1442
2011-12-01,Accessories,637
2011-12-01,Laptop,354
2011-12-01,Smartphone,465
2011-12-01,Tablet,702
2011-12-01,Accessories,1586
2011-12-01,Laptop,589
2011-12-01,Smartphone,671
2011-12-01,Tablet,631
2011-12-01,Accessories,1564
2011-12-01,Laptop,1774
2011-12-01,Smartphone,1324
2011-12-01,Tablet,1980
2011-12-01,Accessories,724
2011-12-01,Laptop,731
2011-12-01,Smartphone,1724
2011-12-01,Tablet,946
2011-12-01,Accessories,559
2011-12-01,Laptop,1150
2011-12-01,Smartphone,610
2011-12-01,Tablet,604
2011-12-01,Accessories,2980
2011-12-01,Laptop,1867
2011-12-01,Smartphone,1743
2011-12-01,Tablet,1303
2011-12-01,Accessories,1088
2011-12-01,Laptop,1515
2011-12-01,Smartphone,1352
2011-12-01,Tablet,1407
2011-12-01,Accessories,2155
2011-12-01,Laptop,1591
2011-12-01,Smartphone,1514
2011-12-01,Tablet,745
2011-12-01,Accessories,3312
2011-12-01,Laptop,1438
2011-12-01,Smartphone,1946
2011-12-01,Tablet,2518
2011-12-01,Accessories,1287
2011-12-01,Laptop,2026
2011-12-01,Smartphone,1393
2011-12-01,Tablet,2145
2011-12-01,Accessories,903
2011-12-01,Laptop,908
2011-12-01,Smartphone,361
2011-12-01,Tablet,649
2011-12-01,Accessories,2099
2011-12-01,Laptop,1737
2011-12-01,Smartphone,741
2011-12-01,Tablet,1672
2011-12-01,Accessories,1977
2011-12-01,Laptop,2114
2011-12-01,Smartphone,2276
2011-12-01,Tablet,2207
2011-12-01,Accessories,2575
2011-12-01,Laptop,1121
2011-12-01,Smartphone,1754
2011-12-01,Tablet,1416
2011-12-01,Accessories,1525
2011-12-01,Laptop,1375
2011-12-01,Smartphone,1699
2011-12-01,Tablet,1129
2011-12-01,Accessories,2074
2011-12-01,Laptop,2913
2011-12-01,Smartphone,1765
2011-12-01,Tablet,2867
2011-12-01,Accessories,2897
2011-12-01,Laptop,1955
2011-12-01,Smartphone,2313
2011-12-01,Tablet,1028
2011-12-01,Accessories,2639
2011-12-01,Laptop,2749
2011-12-01,Smartphone,1486
2011-12-01,Tablet,1455
2011-12-01,Accessories,435
2011-12-01,Laptop,728
2011-12-01,Smartphone,750
2011-12-01,Tablet,708
2011-12-01,Accessories,2161
2011-12-01,Laptop,2598
2011-12-01,Smartphone,1962
2011-12-01,Tablet,2532
2011-12-01,Accessories,217
2011-12-01,Laptop,557
2011-12-01,Smartphone,870
2011-12-01,Tablet,1104
2011-12-01,Accessories,1178
2011-12-01,Laptop,893
2011-12-01,Smartphone,1072
2011-12-01,Tablet,1799
2011-12-01,Accessories,3178
2011-12-01,Laptop,1804
2011-12-01,Smartphone,2207
2011-12-01,Tablet,2358
2011-12-01,Accessories,803
2011-12-01,Laptop,1641
2011-12-01,Smartphone,2085
2011-12-01,Tablet,1742
2011-12-01,Accessories,639
2011-12-01,Laptop,1288
2011-12-01,Smartphone,1163
2011-12-01,Tablet,1653
2011-12-01,Accessories,522
2011-12-01,Laptop,891
2011-12-01,Smartphone,761
2011-12-01,Tablet,989
2011-12-01,Accessories,2324
2011-12-01,Laptop,1318
2011-12-01,Smartphone,2141
2011-12-01,Tablet,1622
2011-12-01,Accessories,292
2011-12-01,Laptop,1076
2011-12-01,Smartphone,700
2011-12-01,Tablet,847
2011-12-01,Accessories,2550
2011-12-01,Laptop,1276
2011-12-01,Smartphone,2568
2011-12-01,Tablet,3103
2011-12-01,Accessories,263
2011-12-01,Laptop,731
2011-12-01,Smartphone,953
2011-12-01,Tablet,1291
2011-12-01,Accessories,2273
2011-12-01,Laptop,660
2011-12-01,Smartphone,2235
2011-12-01,Tablet,2067
2012-01-01,Accessories,234
2012-01-01,Laptop,153
2012-01-01,Smartphone,468
2012-01-01,Tablet,374
2012-01-01,Accessories,430
2012-01-01,Laptop,203
2012-01-01,Smartphone,817
2012-01-01,Tablet,268
2012-01-01,Accessories,293
2012-01-01,Laptop,119
2012-01-01,Smartphone,52
2012-01-01,Tablet,161
2012-01-01,Accessories,55
2012-01-01,Laptop,46
2012-01-01,Smartphone,364
2012-01-01,Tablet,170
2012-01-01,Accessories,271
2012-01-01,Laptop,639
2012-01-01,Smartphone,421
2012-01-01,Tablet,332
2012-01-01,Accessories,115
2012-01-01,Laptop,283
2012-01-01,Smartphone,299
2012-01-01,Tablet,158
2012-01-01,Accessories,456
2012-01-01,Laptop,388
2012-01-01,Smartphone,232
2012-01-01,Tablet,524
2012-01-01,Accessories,428
2012-01-01,Laptop,488
2012-01-01,Smartphone,309
2012-01-01,Tablet,378
2012-01-01,Accessories,614
2012-01-01,Laptop,335
2012-01-01,Smartphone,494
2012-01-01,Tablet,494
2012-01-01,Accessories,821
2012-01-01,Laptop,669
2012-01-01,Smartphone,398
2012-01-01,Tablet,424
2012-01-01,Accessories,271
2012-01-01,Laptop,94
2012-01-01,Smartphone,576
2012-01-01,Tablet,124
2012-01-01,Accessories,531
2012-01-01,Laptop,156
2012-01-01,Smartphone,413
2012-01-01,Tablet,409
2012-01-01,Accessories,435
2012-01-01,Laptop,563
2012-01-01,Smartphone,490
2012-01-01,Tablet,705
2012-01-01,Accessories,440
2012-01-01,Laptop,252
2012-01-01,Smartphone,335
2012-01-01,Tablet,890
2012-01-01,Accessories,374
2012-01-01,Laptop,525
2012-01-01,Smartphone,800
2012-01-01,Tablet,780
2012-01-01,Accessories,395
2012-01-01,Laptop,206
2012-01-01,Smartphone,312
2012-01-01,Tablet,243
2012-01-01,Accessories,223
2012-01-01,Laptop,311
2012-01-01,Smartphone,400
2012-01-01,Tablet,286
2012-01-01,Accessories,266
2012-01-01,Laptop,296
2012-01-01,Smartphone,317
2012-01-01,Tablet,240
2012-01-01,Accessories,228
2012-01-01,Laptop,142
2012-01-01,Smartphone,150
2012-01-01,Tablet,106
2012-01-01,Accessories,961
2012-01-01,Laptop,688
2012-01-01,Smartphone,724
2012-01-01,Tablet,281
2012-01-01,Accessories,542
2012-01-01,Laptop,447
2012-01-01,Smartphone,459
2012-01-01,Tablet,311
2012-01-01,Accessories,304
2012-01-01,Laptop,771
2012-01-01,Smartphone,852
2012-01-01,Tablet,660
2012-01-01,Accessories,131
2012-01-01,Laptop,383
2012-01-01,Smartphone,356
2012-01-01,Tablet,619
2012-01-01,Accessories,610
2012-01-01,Laptop,694
2012-01-01,Smartphone,176
2012-01-01,Tablet,849
2012-01-01,Accessories,495
2012-01-01,Laptop,756
2012-01-01,Smartphone,440
2012-01-01,Tablet,827
2012-01-01,Accessories,301
2012-01-01,Laptop,292
2012-01-01,Smartphone,399
2012-01-01,Tablet,306
2012-01-01,Accessories,267
2012-01-01,Laptop,343
2012-01-01,Smartphone,252
2012-01-01,Tablet,253
2012-01-01,Accessories,423
2012-01-01,Laptop,345
2012-01-01,Smartphone,471
2012-01-01,Tablet,717
2012-01-01,Accessories,915
2012-01-01,Laptop,498
2012-01-01,Smartphone,544
2012-01-01,Tablet,961
2012-01-01,Accessories,759
2012-01-01,Laptop,162
2012-01-01,Smartphone,432
2012-01-01,Tablet,170
2012-01-01,Accessories,363
2012-01-01,Laptop,455
2012-01-01,Smartphone,628
2012-01-01,Tablet,635
2012-02-01,Accessories,488
2012-02-01,Laptop,286
2012-02-01,Smartphone,514
2012-02-01,Tablet,365
2012-02-01,Accessories,352
2012-02-01,Laptop,19
2012-02-01,Tablet,270
2012-02-01,Accessories,1092
2012-02-01,Laptop,429
2012-02-01,Smartphone,854
2012-02-01,Tablet,422
2012-02-01,Accessories,473
2012-02-01,Laptop,484
2012-02-01,Smartphone,510
2012-02-01,Tablet,350
2012-02-01,Accessories,952
2012-02-01,Laptop,639
2012-02-01,Smartphone,625
2012-02-01,Tablet,756
2012-02-01,Accessories,462
2012-02-01,Laptop,558
2012-02-01,Smartphone,193
2012-02-01,Tablet,330
2012-02-01,Accessories,167
2012-02-01,Laptop,141
2012-02-01,Smartphone,359
2012-02-01,Tablet,479
2012-02-01,Accessories,742
2012-02-01,Laptop,662
2012-02-01,Smartphone,647
2012-02-01,Tablet,666
2012-02-01,Accessories,447
2012-02-01,Laptop,558
2012-02-01,Smartphone,675
2012-02-01,Tablet,561
2012-02-01,Accessories,878
2012-02-01,Laptop,165
2012-02-01,Smartphone,1227
2012-02-01,Tablet,707
2012-02-01,Accessories,550
2012-02-01,Laptop,534
2012-02-01,Smartphone,439
2012-02-01,Tablet,520
2012-02-01,Accessories,1055
2012-02-01,Laptop,1053
2012-02-01,Smartphone,494
2012-02-01,Tablet,712
2012-02-01,Accessories,558
2012-02-01,Laptop,560
2012-02-01,Smartphone,614
2012-02-01,Tablet,664
2012-02-01,Accessories,442
2012-02-01,Laptop,527
2012-02-01,Smartphone,583
2012-02-01,Tablet,547
2012-02-01,Accessories,754
2012-02-01,Laptop,1078
2012-02-01,Smartphone,554
2012-02-01,Tablet,444
2012-02-01,Accessories,351
2012-02-01,Laptop,563
2012-02-01,Smartphone,546
2012-02-01,Tablet,722
2012-02-01,Accessories,135
2012-02-01,Laptop,379
2012-02-01,Smartphone,522
2012-02-01,Tablet,467
2012-02-01,Accessories,489
2012-02-01,Laptop,729
2012-02-01,Smartphone,599
2012-02-01,Tablet,647
2012-02-01,Accessories,701
2012-02-01,Laptop,364
2012-02-01,Smartphone,587
2012-02-01,Tablet,1284
2012-02-01,Accessories,90
2012-02-01,Laptop,390
2012-02-01,Smartphone,234
2012-02-01,Tablet,250
2012-02-01,Accessories,386
2012-02-01,Laptop,616
2012-02-01,Smartphone,585
2012-02-01,Tablet,262
2012-02-01,Accessories,345
2012-02-01,Laptop,661
2012-02-01,Smartphone,847
2012-02-01,Tablet,688
2012-02-01,Accessories,567
2012-02-01,Laptop,693
2012-02-01,Smartphone,828
2012-02-01,Tablet,1291
2012-02-01,Accessories,761
2012-02-01,Laptop,589
2012-02-01,Smartphone,336
2012-02-01,Tablet,414
2012-02-01,Accessories,719
2012-02-01,Laptop,640
2012-02-01,Smartphone,882
2012-02-01,Tablet,1073
2012-02-01,Accessories,473
2012-02-01,Laptop,274
2012-02-01,Smartphone,917
2012-02-01,Tablet,240
2012-02-01,Accessories,170
2012-02-01,Laptop,727
2012-02-01,Smartphone,287
2012-02-01,Tablet,615
2012-02-01,Accessories,137
2012-02-01,Smartphone,202
2012-02-01,Tablet,348
2012-02-01,Accessories,915
2012-02-01,Laptop,644
2012-02-01,Smartphone,408
2012-02-01,Tablet,694
2012-03-01,Accessories,686
2012-03-01,Laptop,262
2012-03-01,Smartphone,567
2012-03-01,Tablet,651
2012-03-01,Laptop,209
2012-03-01,Smartphone,308
2012-03-01,Tablet,325
2012-03-01,Accessories,825
2012-03-01,Laptop,1063
2012-03-01,Smartphone,922
2012-03-01,Tablet,1055
2012-03-01,Accessories,312
2012-03-01,Laptop,262
2012-03-01,Smartphone,233
2012-03-01,Tablet,258
2012-03-01,Accessories,989
2012-03-01,Laptop,753
2012-03-01,Smartphone,917
2012-03-01,Tablet,1153
2012-03-01,Accessories,691
2012-03-01,Laptop,719
2012-03-01,Smartphone,976
2012-03-01,Tablet,1025
2012-03-01,Accessories,564
2012-03-01,Laptop,565
2012-03-01,Smartphone,521
2012-03-01,Tablet,430
2012-03-01,Accessories,850
2012-03-01,Laptop,386
2012-03-01,Smartphone,256
2012-03-01,Tablet,488
2012-03-01,Accessories,1046
2012-03-01,Laptop,821
2012-03-01,Smartphone,723
2012-03-01,Tablet,1266
2012-03-01,Accessories,681
2012-03-01,Laptop,656
2012-03-01,Smartphone,368
2012-03-01,Tablet,983
2012-03-01,Accessories,588
2012-03-01,Laptop,503
2012-03-01,Smartphone,248
2012-03-01,Tablet,617
2012-03-01,Accessories,1102
2012-03-01,Laptop,1029
2012-03-01,Smartphone,815
2012-03-01,Tablet,979
2012-03-01,Accessories,501
2012-03-01,Laptop,361
2012-03-01,Smartphone,622
2012-03-01,Tablet,442
2012-03-01,Accessories,1254
2012-03-01,Laptop,887
2012-03-01,Smartphone,913
2012-03-01,Tablet,1182
2012-03-01,Accessories,358
2012-03-01,Laptop,663
2012-03-01,Smartphone,440
2012-03-01,Tablet,721
2012-03-01,Accessories,370
2012-03-01,Laptop,405
2012-03-01,Smartphone,394
2012-03-01,Tablet,120
2012-03-01,Accessories,1004
2012-03-01,Laptop,599
2012-03-01,Smartphone,1309
2012-03-01,Tablet,1231
2012-03-01,Accessories,259
2012-03-01,Laptop,513
2012-03-01,Smartphone,338
2012-03-01,Tablet,123
2012-03-01,Accessories,1194
2012-03-01,Laptop,1268
2012-03-01,Smartphone,741
2012-03-01,Tablet,750
2012-03-01,Accessories,158
2012-03-01,Laptop,399
2012-03-01,Smartphone,369
2012-03-01,Tablet,105
2012-03-01,Accessories,466
2012-03-01,Laptop,704
2012-03-01,Smartphone,754
2012-03-01,Tablet,516
2012-03-01,Accessories,784
2012-03-01,Laptop,1251
2012-03-01,Smartphone,551
2012-03-01,Tablet,492
2012-03-01,Accessories,94
2012-03-01,Laptop,299
2012-03-01,Smartphone,393
2012-03-01,Tablet,225
2012-03-01,Accessories,797
2012-03-01,Laptop,1146
2012-03-01,Smartphone,1194
2012-03-01,Tablet,588
2012-03-01,Accessories,578
2012-03-01,Laptop,798
2012-03-01,Smartphone,603
2012-03-01,Tablet,375
2012-03-01,Accessories,643
2012-03-01,Laptop,334
2012-03-01,Smartphone,359
2012-03-01,Tablet,351
2012-03-01,Accessories,124
2012-03-01,Laptop,218
2012-03-01,Smartphone,403
2012-03-01,Tablet,305
2012-03-01,Accessories,834
2012-03-01,Laptop,401
2012-03-01,Smartphone,358
2012-03-01,Tablet,645
2012-03-01,Accessories,678
2012-03-01,Laptop,540
2012-03-01,Smartphone,709
2012-03-01,Tablet,596
2012-03-01,Accessories,565
2012-03-01,Laptop,196
2012-03-01,Smartphone,1176
2012-03-01,Tablet,857
2012-03-01,Accessories,442
2012-03-01,Laptop,755
2012-03-01,Smartphone,420
2012-03-01,Tablet,168
2012-04-01,Accessories,406
2012-04-01,Laptop,373
2012-04-01,Smartphone,711
2012-04-01,Tablet,628
2012-04-01,Accessories,452
2012-04-01,Laptop,509
2012-04-01,Smartphone,200
2012-04-01,Tablet,400
2012-04-01,Accessories,1133
2012-04-01,Laptop,962
2012-04-01,Smartphone,1248
2012-04-01,Tablet,636
2012-04-01,Accessories,301
2012-04-01,Laptop,560
2012-04-01,Smartphone,1332
2012-04-01,Tablet,1004
2012-04-01,Accessories,1313
2012-04-01,Laptop,533
2012-04-01,Smartphone,731
2012-04-01,Tablet,1265
2012-04-01,Accessories,906
2012-04-01,Laptop,1007
2012-04-01,Smartphone,1462
2012-04-01,Tablet,840
2012-04-01,Accessories,300
2012-04-01,Laptop,797
2012-04-01,Smartphone,785
2012-04-01,Tablet,650
2012-04-01,Accessories,291
2012-04-01,Laptop,865
2012-04-01,Smartphone,342
2012-04-01,Tablet,490
2012-04-01,Accessories,269
2012-04-01,Laptop,726
2012-04-01,Smartphone,853
2012-04-01,Tablet,544
2012-04-01,Accessories,1107
2012-04-01,Laptop,845
2012-04-01,Smartphone,855
2012-04-01,Tablet,1211
2012-04-01,Accessories,703
2012-04-01,Laptop,1102
2012-04-01,Smartphone,359
2012-04-01,Tablet,587
2012-04-01,Accessories,591
2012-04-01,Laptop,845
2012-04-01,Smartphone,489
2012-04-01,Tablet,856
2012-04-01,Accessories,425
2012-04-01,Laptop,602
2012-04-01,Smartphone,147
2012-04-01,Tablet,396
2012-04-01,Accessories,909
2012-04-01,Laptop,794
2012-04-01,Smartphone,799
2012-04-01,Tablet,1194
2012-04-01,Accessories,220
2012-04-01,Laptop,436
2012-04-01,Smartphone,408
2012-04-01,Tablet,248
2012-04-01,Accessories,430
2012-04-01,Laptop,485
2012-04-01,Smartphone,504
2012-04-01,Tablet,335
2012-04-01,Accessories,412
2012-04-01,Laptop,441
2012-04-01,Smartphone,859
2012-04-01,Tablet,660
2012-04-01,Accessories,1072
2012-04-01,Laptop,530
2012-04-01,Smartphone,624
2012-04-01,Tablet,686
2012-04-01,Accessories,1323
2012-04-01,Laptop,1213
2012-04-01,Smartphone,1100
2012-04-01,Tablet,277
2012-04-01,Accessories,551
2012-04-01,Laptop,359
2012-04-01,Smartphone,770
2012-04-01,Tablet,1350
2012-04-01,Accessories,226
2012-04-01,Laptop,565
2012-04-01,Smartphone,281
2012-04-01,Tablet,397
2012-04-01,Accessories,817
2012-04-01,Laptop,720
2012-04-01,Smartphone,970
2012-04-01,Tablet,579
2012-04-01,Accessories,423
2012-04-01,Laptop,335
2012-04-01,Smartphone,204
2012-04-01,Tablet,86
2012-04-01,Accessories,598
2012-04-01,Laptop,770
2012-04-01,Smartphone,1032
2012-04-01,Tablet,146
2012-04-01,Accessories,1045
2012-04-01,Laptop,1036
2012-04-01,Smartphone,796
2012-04-01,Tablet,1249
2012-04-01,Accessories,418
2012-04-01,Laptop,635
2012-04-01,Smartphone,410
2012-04-01,Tablet,188
2012-04-01,Accessories,1337
2012-04-01,Laptop,595
2012-04-01,Smartphone,893
2012-04-01,Tablet,793
2012-04-01,Accessories,442
2012-04-01,Laptop,639
2012-04-01,Smartphone,985
2012-04-01,Tablet,1082
2012-04-01,Accessories,495
2012-04-01,Laptop,668
2012-04-01,Smartphone,508
2012-04-01,Tablet,965
2012-04-01,Accessories,1459
2012-04-01,Laptop,1079
2012-04-01,Smartphone,1490
2012-04-01,Tablet,444
2012-05-01,Accessories,528
2012-05-01,Laptop,1401
2012-05-01,Smartphone,905
2012-05-01,Tablet,958
2012-05-01,Accessories,2119
2012-05-01,Laptop,1393
2012-05-01,Smartphone,1162
2012-05-01,Tablet,1183
2012-05-01,Accessories,815
2012-05-01,Laptop,1149
2012-05-01,Smartphone,1406
2012-05-01,Tablet,523
2012-05-01,Accessories,223
2012-05-01,Laptop,629
2012-05-01,Smartphone,296
2012-05-01,Tablet,540
2012-05-01,Accessories,631
2012-05-01,Laptop,715
2012-05-01,Smartphone,1071
2012-05-01,Tablet,325
2012-05-01,Accessories,1156
2012-05-01,Laptop,947
2012-05-01,Smartphone,790
2012-05-01,Tablet,1053
2012-05-01,Accessories,359
2012-05-01,Laptop,411
2012-05-01,Smartphone,175
2012-05-01,Tablet,181
2012-05-01,Accessories,923
2012-05-01,Laptop,1728
2012-05-01,Smartphone,1487
2012-05-01,Tablet,1237
2012-05-01,Accessories,720
2012-05-01,Laptop,1302
2012-05-01,Smartphone,1346
2012-05-01,Tablet,1502
2012-05-01,Accessories,579
2012-05-01,Laptop,456
2012-05-01,Smartphone,1008
2012-05-01,Tablet,1116
2012-05-01,Accessories,1384
2012-05-01,Laptop,1301
2012-05-01,Smartphone,863
2012-05-01,Tablet,1559
2012-05-01,Accessories,948
2012-05-01,Laptop,532
2012-05-01,Smartphone,567
2012-05-01,Tablet,590
2012-05-01,Accessories,477
2012-05-01,Laptop,668
2012-05-01,Smartphone,236
2012-05-01,Accessories,1372
2012-05-01,Laptop,1411
2012-05-01,Smartphone,865
2012-05-01,Tablet,1539
2012-05-01,Accessories,1475
2012-05-01,Laptop,1064
2012-05-01,Smartphone,817
2012-05-01,Tablet,1083
2012-05-01,Accessories,1173
2012-05-01,Laptop,877
2012-05-01,Smartphone,322
2012-05-01,Tablet,882
2012-05-01,Accessories,1259
2012-05-01,Laptop,451
2012-05-01,Smartphone,1438
2012-05-01,Tablet,877
2012-05-01,Accessories,81
2012-05-01,Laptop,521
2012-05-01,Smartphone,491
2012-05-01,Tablet,910
2012-05-01,Accessories,1008
2012-05-01,Laptop,337
2012-05-01,Smartphone,518
2012-05-01,Tablet,207
2012-05-01,Accessories,264
2012-05-01,Laptop,116
2012-05-01,Smartphone,557
2012-05-01,Tablet,450
2012-05-01,Accessories,69
2012-05-01,Laptop,515
2012-05-01,Smartphone,457
2012-05-01,Tablet,198
2012-05-01,Accessories,1109
2012-05-01,Laptop,650
2012-05-01,Smartphone,882
2012-05-01,Tablet,358
2012-05-01,Accessories,1110
2012-05-01,Laptop,1052
2012-05-01,Smartphone,992
2012-05-01,Tablet,1137
2012-05-01,Accessories,551
2012-05-01,Laptop,353
2012-05-01,Smartphone,482
2012-05-01,Tablet,313
2012-05-01,Accessories,90
2012-05-01,Laptop,366
2012-05-01,Smartphone,611
2012-05-01,Tablet,816
2012-05-01,Accessories,953
2012-05-01,Laptop,1115
2012-05-01,Smartphone,517
2012-05-01,Tablet,459
2012-05-01,Accessories,1175
2012-05-01,Laptop,940
2012-05-01,Smartphone,1206
2012-05-01,Tablet,1164
2012-05-01,Accessories,738
2012-05-01,Laptop,199
2012-05-01,Smartphone,246
2012-05-01,Tablet,781
2012-05-01,Accessories,778
2012-05-01,Laptop,1641
2012-05-01,Smartphone,815
2012-05-01,Tablet,554
2012-05-01,Accessories,935
2012-05-01,Laptop,757
2012-05-01,Smartphone,1237
2012-05-01,Tablet,1404
2012-05-01,Accessories,1057
2012-05-01,Laptop,1248
2012-05-01,Smartphone,747
2012-05-01,Tablet,494
2012-06-01,Accessories,1520
2012-06-01,Laptop,753
2012-06-01,Smartphone,1548
2012-06-01,Tablet,1470
2012-06-01,Accessories,1100
2012-06-01,Laptop,768
2012-06-01,Smartphone,1420
2012-06-01,Tablet,1255
2012-06-01,Accessories,918
2012-06-01,Laptop,1032
2012-06-01,Smartphone,1564
2012-06-01,Tablet,1833
2012-06-01,Accessories,256
2012-06-01,Laptop,531
2012-06-01,Smartphone,714
2012-06-01,Tablet,768
2012-06-01,Accessories,565
2012-06-01,Laptop,1064
2012-06-01,Smartphone,1300
2012-06-01,Tablet,1349
2012-06-01,Laptop,1114
2012-06-01,Smartphone,465
2012-06-01,Tablet,426
2012-06-01,Accessories,1731
2012-06-01,Laptop,1325
2012-06-01,Smartphone,993
2012-06-01,Tablet,1031
2012-06-01,Accessories,2190
2012-06-01,Laptop,866
2012-06-01,Smartphone,1296
2012-06-01,Tablet,1216
2012-06-01,Accessories,801
2012-06-01,Laptop,1378
2012-06-01,Smartphone,1227
2012-06-01,Tablet,904
2012-06-01,Accessories,1359
2012-06-01,Laptop,460
2012-06-01,Smartphone,819
2012-06-01,Tablet,754
2012-06-01,Accessories,1036
2012-06-01,Laptop,140
2012-06-01,Smartphone,66
2012-06-01,Tablet,353
2012-06-01,Accessories,746
2012-06-01,Laptop,1655
2012-06-01,Smartphone,505
2012-06-01,Tablet,1015
2012-06-01,Accessories,868
2012-06-01,Laptop,981
2012-06-01,Smartphone,365
2012-06-01,Tablet,631
2012-06-01,Accessories,1292
2012-06-01,Laptop,1440
2012-06-01,Smartphone,976
2012-06-01,Tablet,867
2012-06-01,Accessories,1176
2012-06-01,Laptop,705
2012-06-01,Smartphone,1053
2012-06-01,Tablet,1490
2012-06-01,Accessories,771
2012-06-01,Laptop,1167
2012-06-01,Smartphone,609
2012-06-01,Tablet,782
2012-06-01,Accessories,957
2012-06-01,Laptop,1202
2012-06-01,Smartphone,738
2012-06-01,Tablet,1196
2012-06-01,Accessories,600
2012-06-01,Laptop,472
2012-06-01,Smartphone,752
2012-06-01,Tablet,194
2012-06-01,Accessories,588
2012-06-01,Laptop,1303
2012-06-01,Smartphone,888
2012-06-01,Tablet,996
2012-06-01,Accessories,1040
2012-06-01,Laptop,1586
2012-06-01,Smartphone,1788
2012-06-01,Tablet,1077
2012-06-01,Accessories,1131
2012-06-01,Laptop,1216
2012-06-01,Smartphone,905
2012-06-01,Tablet,953
2012-06-01,Accessories,282
2012-06-01,Laptop,955
2012-06-01,Smartphone,263
2012-06-01,Tablet,203
2012-06-01,Accessories,298
2012-06-01,Laptop,984
2012-06-01,Smartphone,1331
2012-06-01,Tablet,1354
2012-06-01,Accessories,900
2012-06-01,Laptop,737
2012-06-01,Smartphone,712
2012-06-01,Tablet,1000
2012-06-01,Accessories,838
2012-06-01,Laptop,827
2012-06-01,Smartphone,356
2012-06-01,Tablet,811
2012-06-01,Accessories,220
2012-06-01,Laptop,435
2012-06-01,Smartphone,557
2012-06-01,Tablet,771
2012-06-01,Accessories,1131
2012-06-01,Laptop,1135
2012-06-01,Smartphone,1067
